Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Country,Program,Policy Type,Decision Authority,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Supplier,Primary Borrower,Primary Buyer,Primary Source of Repayment,Working Capital Delegaed Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Loan Interest Rate,First Claim Payment Date,Claim Paid Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Fiscal Year
09482836ST1001,482836,Approved,07/22/2010,08/01/2010,12/01/2010,Y,China,Insurance,ESS,Individual Delegated Authority,Hardwood Veneer And Plywood Manufacturing,Short Term,Midwest Hardwood Corporation,"Wells Fargo Credit, Inc.",Midwest Hardwood Corporation,Unknown,Karly Wood Product Ltd,Karly Wood Product Ltd,Karly Wood Product Ltd,No,$90000.00,$54751.00,$0.00,$0.00,,,,$90000.00,$0.00,$0.00,2010
09482920ST1001,482920,Approved,07/30/2010,08/01/2010,02/01/2011,Y,Nigeria,Insurance,ESS,Individual Delegated Authority,"Radio, Television, And Other Electronics Stores",Short Term,"Javitch Group LLC, The",Unknown,"Javitch Group LLC, The",Unknown,ColorPoint Technology,ColorPoint Technology,ColorPoint Technology,No,$45000.00,$34494.25,$0.00,$0.00,,,,$45000.00,$0.00,$0.00,2010
09482968ST1001,482968,Approved,09/07/2010,11/01/2010,11/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Farm And Garden Machinery And Equipment Merchant,Short Term,Tractorexport.Com LLC,Unknown,Tractorexport.Com LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$400000.00,$0.00,$0.00,$0.00,,,,$400000.00,$0.00,$0.00,2010
09482974ST1001,482974,Approved,08/12/2010,08/27/2010,10/26/2011,Y,Mexico,Insurance,FB,Individual Delegated Authority,Cotton Farming,Short Term,"Interfinanciera, S.A. de C.V., Sofom, E.N.R.","Interfinanciera, S.A. de C.V., Sofom, E.N.R.",Noble Americas Corp.,Unknown,"Vivacolor Lerma, S.A. de C.V.","Vivacolor Lerma, S.A. de C.V.","Vivacolor Lerma, S.A. de C.V.",No,$2940000.00,$2371784.16,$0.00,$0.00,,,,$593880.00,$0.00,$0.00,2010
09483002ST1001,483002,Approved,08/06/2010,09/01/2010,11/15/2010,Y,Turkey,Insurance,ESS,Individual Delegated Authority,"Soil Preparation, Planting, And Cultivating",Short Term,Omni Sulphur Inc.,Unknown,Omni Sulphur Inc.,Unknown,Enfiher Zirai Ilac Gubre Tohum Fide Tarim Sanayi ve Ticaret Limited Sirketi,Enfiher Zirai Ilac Gubre Tohum Fide Tarim Sanayi ve Ticaret Limited Sirketi,Enfiher Zirai Ilac Gubre Tohum Fide Tarim Sanayi ve Ticaret Limited Sirketi,No,$90000.00,$15317.80,$0.00,$0.00,,,,$90000.00,$0.00,$0.00,2010
09483014ST1001,483014,Approved,07/20/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Measuring And Controlling Device Manufacturing,Short Term,Test Dynamics Inc,Unknown,Test Dynamics Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$62295.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09483071ST1001,483071,Approved,08/11/2010,07/01/2010,07/01/2011,N,Taiwan,Insurance,ESS,Individual Delegated Authority,Instruments And Related Products Manufacturing Fo,Short Term,"Astro-Med, Inc.",Unknown,"Astro-Med, Inc.",Unknown,Precision International Corporation,Precision International Corporation,Precision International Corporation,No,$90000.00,$149523.84,$0.00,$0.00,,,,$90000.00,$0.00,$0.00,2010
09483096ST1001,483096,Approved,09/01/2010,11/01/2010,11/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Fiber Can, Tube, Drum, And Similar Products Manuf",Short Term,Energy Composites Corporation,Unknown,Energy Composites Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$700000.00,$0.00,$0.00,$0.00,,,,$700000.00,$0.00,$0.00,2010
09483113ST1001,483113,Approved,09/03/2010,09/01/2010,09/01/2011,N,Mexico,Insurance,ESS,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Bomag America, Inc",Unknown,"Bomag America, Inc",Unknown,"Maqro, S.A. de C.V.","Maqro, S.A. de C.V.","Maqro, S.A. de C.V.",No,$270000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09483167ST1001,483167,Approved,07/29/2010,09/01/2010,09/01/2011,Y,Colombia,Insurance,ESS,Individual Delegated Authority,Tire And Tube Merchant Wholesalers,Short Term,Hercules Tire & Rubber Company The,Espirito Santo Bank,Hercules Tire & Rubber Company The,Hercules Tire & Rubber Company The,Inversiones Alena S.A.S.,Inversiones Alena S.A.S.,Inversiones Alena S.A.S.,No,$450000.00,$382785.92,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09483186ST1001,483186,Approved,08/12/2010,08/31/2010,08/31/2011,Y,Mexico,Insurance,FB,Individual Delegated Authority,Custom Architectural Woodwork And Millwork Manufa,Short Term,"Interfinanciera, S.A. de C.V., Sofom, E.N.R.","Interfinanciera, S.A. de C.V., Sofom, E.N.R.","HR Wood Products, Inc.",Unknown,"Maderas y Materiales JR, S.A. de C.V.","Maderas y Materiales JR, S.A. de C.V.","Maderas y Materiales JR, S.A. de C.V.",No,$450000.00,$1754246.72,$0.00,$0.00,,,,$90900.00,$0.00,$0.00,2010
09483204ST1001,483204,Approved,07/26/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Lawn And Garden Tractor And Home Lawn And Garden,Short Term,"Smithco, Inc.",Unknown,"Smithco, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$3000000.00,$1901131.34,$0.00,$0.00,,,,$3000000.00,$0.00,$0.00,2010
09483216ST1001,483216,Approved,08/16/2010,09/30/2010,09/30/2011,Y,Jamaica,Insurance,FB,Individual Delegated Authority,All Other Miscellaneous Electrical Equipment And,Short Term,Espirito Santo Bank,Espirito Santo Bank,Shakespeare Composite Structures LLC,Shakespeare Composite Structures LLC,Jamaica Public Service Co Ltd,Jamaica Public Service Co Ltd,Jamaica Public Service Co Ltd,No,$9000000.00,$0.00,$0.00,$0.00,,,,$1818000.00,$1500030.00,$1500030.00,2010
09483287ST1001,483287,Approved,09/27/2010,10/01/2010,10/01/2011,N,Costa Rica,Insurance,ESS,Individual Delegated Authority,Surgical Appliance And Supplies Manufacturing,Short Term,"Worldwide Supply and Export, Inc.",Unknown,"Worldwide Supply and Export, Inc.",McKesson Medical-Surgical,Grupo Casa Medica,Grupo Casa Medica,Grupo Casa Medica,No,$232744.48,$0.00,$0.00,$0.00,,,,$232744.48,$0.00,$0.00,2010
09483303ST1001,483303,Approved,09/27/2010,12/01/2010,12/01/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,Automotive Parts And Accessories Stores,Short Term,Diesel Specialists LLC,Unknown,Diesel Specialists LLC,Diesel Specialists LLC,"Consultoria y Servicios Petroleros, SA de CV","Consultoria y Servicios Petroleros, SA de CV","Consultoria y Servicios Petroleros, SA de CV",No,$720000.00,$0.00,$0.00,$0.00,,,,$720000.00,$0.00,$0.00,2010
09483304MT1001,483304,Approved,09/13/2010,11/25/2010,11/25/2011,Y,Peru,Insurance,MSM,Individual Delegated Authority,Surgical Appliance And Supplies Manufacturing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Diamond Machine Werks, Inc.","Diamond Machine Werks, Inc.",Laboratorios Lansier S.A.C.,Laboratorios Lansier S.A.C.,Vitaline S.A.C.,No,$1422358.34,$1213389.49,$0.00,$1013108.89,,,,$287316.38,$0.00,$0.00,2010
09483308ST1001,483308,Approved,07/30/2010,08/01/2010,08/01/2011,Y,"Congo, Democratic Rep.",Insurance,ASB,Individual Delegated Authority,Copper Ore And Nickel Ore Mining,Short Term,"Connell Company, The",Unknown,"Connell Company, The",Unknown,Mining Company Katanga,Mining Company Katanga,Mining Company Katanga,No,$225000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09483321ST1001,483321,Approved,08/24/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENV,Individual Delegated Authority,Recyclable Material Merchant Wholesalers,Short Term,DADE Capital Corp,Unknown,DADE Capital Corp,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$88715.14,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09483417ST1001,483417,Approved,08/27/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Motor Vehicle Supplies And New Parts Merchant Who,Short Term,"SpendSmart Group, LLC",Unknown,"SpendSmart Group, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$0.00,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09483456ST1001,483456,Approved,08/09/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Sporting And Athletic Goods Manufacturing,Short Term,"Lamiglas, Inc.",Unknown,"Lamiglas, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$186871.80,$0.00,$0.00,,,,$200000.00,$0.00,$0.00,2010
09483486ST1001,483486,Approved,08/19/2010,08/01/2010,08/01/2011,Y,Israel,Insurance,ESS,Individual Delegated Authority,Printing And Writing Paper Merchant Wholesalers,Short Term,"Eagle Paper International, Inc.",Bank of America NA,"Eagle Paper International, Inc.",Unknown,Israel Land Development Corp. Ltd,Israel Land Development Corp. Ltd,Israel Land Development Corp. Ltd,No,$630000.00,$674692.51,$0.00,$0.00,,,,$630000.00,$0.00,$0.00,2010
09483489ST1001,483489,Approved,07/28/2010,07/07/2010,06/01/2011,Y,Spain,Insurance,ESS,Individual Delegated Authority,Paper (Except Newsprint) Mills,Short Term,Burkhardt-Freeman Inc.,Unknown,Burkhardt-Freeman Inc.,Troy Laminating & Coating,"Iversen Graphics, S.L.","Iversen Graphics, S.L.","Iversen Graphics, S.L.",No,$67500.00,$243258.20,$0.00,$0.00,,,,$67500.00,$0.00,$0.00,2010
09483585ST1001,483585,Approved,08/02/2010,08/01/2010,10/30/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,Industrial Mold Manufacturing,Short Term,Tooling & Equipment International Corp.,PNC Bank N.A.,Tooling & Equipment International Corp.,Tooling & Equipment International Corp.,"Nemak, S.A.","Nemak, S.A.","Nemak, S.A.",No,$18000000.00,$18600927.49,$0.00,$0.00,,,,$18000000.00,$0.00,$0.00,2010
09483590ST1001,483590,Approved,08/19/2010,09/20/2010,09/20/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Farm Machinery And Equipment Manufacturing,Short Term,Spudnik Equipment Company LLC,Unknown,Spudnik Equipment Company LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$27407.04,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09483601MT1001,483601,Approved,09/16/2010,09/01/2010,01/30/2011,Y,Colombia,Insurance,MSM,Individual Delegated Authority,Construction And Mining (Except Oil Well) Machine,Medium Term,Drake Finance Group,Drake Finance Group,F W Mestre Equipment Company,F W Mestre Equipment Company,F T Ingenieria S.A.S.,F T Ingenieria S.A.S.,F T Ingenieria S.A.S.,No,$390150.00,$195075.00,$0.00,$0.00,,02/29/2012,$200904.62,$78810.30,$0.00,$0.00,2010
09483602ST1001,483602,Approved,09/27/2010,11/01/2010,11/01/2011,N,Israel,Insurance,ESS,Individual Delegated Authority,Farm Machinery And Equipment Manufacturing,Short Term,T-L Irrigation Co.,Unknown,T-L Irrigation Co.,Unknown,A.C.S. International Projects LTD.,A.C.S. International Projects LTD.,A.C.S. International Projects LTD.,No,$225000.00,$123581.38,$0.00,$0.00,,,,$225000.00,$0.00,$0.00,2010
09483617ST1001,483617,Approved,08/05/2010,08/01/2010,08/01/2011,Y,Turkey,Insurance,ESS,Individual Delegated Authority,Other Farm Product Raw Material Merchant Wholesal,Short Term,Turf Merchants Inc,Unknown,Turf Merchants Inc,Unknown,Cim Teknik Tohumculuk Ziraat Sanayi Ve Ticaret Ltd STI,Cim Teknik Tohumculuk Ziraat Sanayi Ve Ticaret Ltd STI,Cim Teknik Tohumculuk Ziraat Sanayi Ve Ticaret Ltd STI,No,$180000.00,$169600.55,$0.00,$0.00,,10/19/2011,$45201.61,$180000.00,$0.00,$0.00,2010
09483639ST1001,483639,Approved,09/02/2010,12/01/2010,12/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Nonferrous Metal (Except Copper And Aluminum) Rol,Short Term,"International Rollforms, Inc.",Unknown,"International Rollforms, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$2000000.00,$1950346.00,$0.00,$0.00,,,,$2000000.00,$0.00,$0.00,2010
09483655ST1001,483655,Approved,08/18/2010,08/30/2010,08/30/2011,Y,Mexico,Insurance,FB,Individual Delegated Authority,Nonferrous Metal (Except Copper And Aluminum) Rol,Short Term,Frost Bank,Frost Bank,Unknown,Unknown,Omega Solder Mexico S.A. de C.V.,Omega Solder Mexico S.A. de C.V.,"Orsay Soldaduras, S.A. de C.V.",No,$900000.00,$1679191.11,$0.00,$0.00,,,,$181800.00,$0.00,$0.00,2010
09483661ST1001,483661,Approved,08/26/2010,09/01/2010,09/01/2011,N,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Jewelry (Except Costume) Manufacturing,Short Term,Modern Gold Design Inc,Unknown,Modern Gold Design Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$310319.40,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09483704MT1001,483704,Approved,08/30/2010,09/01/2010,02/15/2011,Y,Argentina,Insurance,MTS,Individual Delegated Authority,Other Lighting Equipment Manufacturing,Medium Term,Drake Finance Group,Drake Finance Group,Vari-Lite,Vari-Lite,Buenos Aires Live Show S.R.L.,Buenos Aires Live Show S.R.L.,Buenos Aires Live Show S.R.L.,No,$136292.00,$136292.00,$0.00,$0.00,,,,$27530.98,$0.00,$0.00,2010
09483813ST1001,483813,Approved,08/11/2010,08/01/2010,10/17/2010,N,Dominican Republic,Insurance,ESS,Individual Delegated Authority,Tree Nut Farming,Short Term,"Setton's International Foods, Inc.",Unknown,"Setton's International Foods, Inc.",Unknown,Centro Cuesta Nacional C por A,Centro Cuesta Nacional C por A,Centro Cuesta Nacional C por A,No,$40500.00,$0.00,$0.00,$0.00,,,,$40500.00,$0.00,$0.00,2010
09483844ST1001,483844,Approved,08/18/2010,08/01/2010,08/01/2011,Y,Mauritania,Insurance,ASB,Individual Delegated Authority,Industrial Machinery And Equipment Merchant Whole,Short Term,"Reliable Industries, Inc. of New Orleans",JPMorgan Chase Bank,"Reliable Industries, Inc. of New Orleans",Unknown,"Tasiast Mauritanie Limited, S.A.","Tasiast Mauritanie Limited, S.A.","Tasiast Mauritanie Limited, S.A.",No,$90000.00,$27161.28,$0.00,$0.00,,,,$90000.00,$0.00,$0.00,2010
09483920ST1001,483920,Approved,08/12/2010,08/01/2010,08/01/2011,N,Italy,Insurance,ESS,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,"Ulbrich Stainless Steels & Special Metals, Inc.",Unknown,"Ulbrich Stainless Steels & Special Metals, Inc.",Unknown,P Energy S.p.A.,P Energy S.p.A.,P Energy S.p.A.,No,$135000.00,$114125.66,$0.00,$0.00,,,,$135000.00,$0.00,$0.00,2010
09483923ST1001,483923,Approved,08/12/2010,09/01/2010,09/01/2011,N,Czech Republic,Insurance,ESS,Individual Delegated Authority,Other Communications Equipment Manufacturing,Short Term,Diamond Antenna And Microwave Corporation,Unknown,Diamond Antenna And Microwave Corporation,Unknown,"Eldis Pardubice, s.r.o.","Eldis Pardubice, s.r.o.","Eldis Pardubice, s.r.o.",No,$157500.00,$0.00,$0.00,$0.00,,,,$157500.00,$0.00,$0.00,2010
09483966ST1001,483966,Approved,08/17/2010,07/25/2010,07/25/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Upholstered Household Furniture Manufacturing,Short Term,"Hickory Heritage Of Falling Creek, Inc.","Magnolia Financial, Inc.","Hickory Heritage Of Falling Creek, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09483986ST1001,483986,Approved,08/12/2010,08/15/2010,10/15/2011,Y,El Salvador,Insurance,FB,Individual Delegated Authority,Wheat Farming,Short Term,1st United Bank,1st United Bank,Unknown,Unknown,"Molinos de El Salvador, S.A. de C.V.","Molinos de El Salvador, S.A. de C.V.","Molinos de El Salvador, S.A. de C.V.",No,$2450000.00,$1302198.99,$0.00,$0.00,,,,$494900.00,$0.00,$0.00,2010
09483987ST1001,483987,Approved,09/21/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Engineering Services,Short Term,"Audubon Engineering Company, L.L.C.",Unknown,"Audubon Engineering Company, L.L.C.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$2000000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09483993ST1001,483993,Approved,08/06/2010,11/01/2010,11/01/2011,Y,Finland,Insurance,ESS,Individual Delegated Authority,Forest Nurseries And Gathering Of Forest Products,Short Term,"TYR Wood Products, Inc.",Unknown,"TYR Wood Products, Inc.",Unknown,Oy Novo Wood Ltd,Oy Novo Wood Ltd,Oy Novo Wood Ltd,No,$45000.00,$55308.10,$0.00,$0.00,,,,$45000.00,$0.00,$0.00,2010
09483999ST1001,483999,Approved,09/30/2010,12/01/2010,12/01/2011,Y,Dominican Republic,Insurance,FB,Individual Delegated Authority,Ex-Im Online Placeholder,Short Term,"Banco Internacional de Costa Rica, S.A. (Inc.)","Banco Internacional de Costa Rica, S.A. (Inc.)",Unknown,Unknown,Acero Estrella S.A.,Acero Estrella S.A.,North West Industries,No,$1800000.00,$0.00,$0.00,$0.00,,,,$363600.00,$0.00,$0.00,2010
09484032ST1001,484032,Approved,09/20/2010,09/01/2010,09/01/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,"Lumber, Plywood, Millwork, And Wood Panel Merchan",Short Term,Concannon Corporation,Unknown,Concannon Corporation,Unknown,Triplay y Laminados PEGA S.A. de C.V.,Triplay y Laminados PEGA S.A. de C.V.,"Productora de Triplay, S.A. De C.V.",No,$270000.00,$102733.67,$0.00,$0.00,,,,$270000.00,$0.00,$0.00,2010
09484094ST1001,484094,Approved,09/09/2010,11/01/2010,11/01/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,"Dry, Condensed, And Evaporated Dairy Product Manu",Short Term,"O-At-Ka Milk Products Cooperative, Incorporated",Unknown,"O-At-Ka Milk Products Cooperative, Incorporated",Unknown,"Femsa Comercio, S.A. de C.V","Femsa Comercio, S.A. de C.V","Femsa Comercio, S.A. de C.V",No,$900000.00,$2568043.06,$0.00,$0.00,,,,$900000.00,$0.00,$0.00,2010
09484116ST1001,484116,Approved,09/09/2010,09/01/2010,10/01/2011,Y,Costa Rica,Insurance,FB,Individual Delegated Authority,Grain And Field Bean Merchant Wholesalers,Short Term,"Banco Internacional de Costa Rica, S.A. (Inc.)","Banco Internacional de Costa Rica, S.A. (Inc.)",Unknown,Unknown,"Concentrados La Soya, S.A.","Concentrados La Soya, S.A.","Concentrados La Soya, S.A.",No,$882000.00,$880253.38,$0.00,$0.00,,,,$178164.00,$0.00,$0.00,2010
09484201ST1001,484201,Approved,08/10/2010,08/01/2010,08/01/2011,Y,Honduras,Insurance,ESS,Individual Delegated Authority,Other Commercial Printing,Short Term,"Nazdar Company, Inc.","BMO Harris Bank, N.A.","Nazdar Company, Inc.",Unknown,Grupo Beta SA de CV,Grupo Beta SA de CV,Grupo Beta SA de CV,No,$180000.00,$688031.36,$0.00,$0.00,,,,$180000.00,$0.00,$0.00,2010
09484217ST1001,484217,Approved,08/17/2010,08/01/2010,08/01/2011,Y,Brazil,Insurance,ESS,Individual Delegated Authority,Service Establishment Equipment And Supplies Merc,Short Term,"Davexlabs, LLC",Celtic Capital Corporation,"Davexlabs, LLC",Unknown,Sertrading (BR) LTDA,Sertrading (BR) LTDA,Sertrading (BR) LTDA,No,$450000.00,$1038750.80,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
09484219ST1001,484219,Approved,08/09/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Household Refrigerator And Home Freezer Manufactu,Short Term,"SunDanzer Refrigeration, Inc.",Unknown,"SunDanzer Refrigeration, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$107634.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09484222ST1001,484222,Approved,08/09/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Fish And Seafood Merchant Wholesalers,Short Term,Black Sea Fisheries,Unknown,Black Sea Fisheries,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$75000.00,$0.00,$0.00,$0.00,,,,$75000.00,$0.00,$0.00,2010
09484225ST1001,484225,Approved,08/25/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Electrical Apparatus And Equipment, Wiring Suppli",Short Term,"CMF Global, Inc.","Citibank, N.A.","CMF Global, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$400000.00,$800000.00,$0.00,$0.00,,,,$400000.00,$0.00,$400000.00,2010
09484254ST1001,484254,Approved,08/28/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Engineering Services,Short Term,"PCT Engineered Systems, LLC",Quad City Bank & Trust,"PCT Engineered Systems, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$808528.28,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09484346ST1001,484346,Approved,08/18/2010,09/15/2010,09/15/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,Petrochemical Manufacturing,Short Term,Quim Export Inc,Unknown,Quim Export Inc,Unknown,"Global Drilling Fluids de Mexico, S.A. de C.V.","Global Drilling Fluids de Mexico, S.A. de C.V.","Global Drilling Fluids de Mexico, S.A. de C.V.",No,$270000.00,$150822.00,$0.00,$0.00,,,,$270000.00,$0.00,$270000.00,2010
09484361ST1001,484361,Approved,08/20/2010,08/01/2010,08/01/2011,N,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Commercial And Service Industry Machinery M,Short Term,"Agape Water Solutions, Inc.",Unknown,"Agape Water Solutions, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$0.00,$0.00,$0.00,,,,$100000.00,$0.00,$100000.00,2010
09484378ST1001,484378,Approved,08/13/2010,08/01/2010,08/01/2011,N,Japan,Insurance,ESS,Individual Delegated Authority,Dog And Cat Food Manufacturing,Short Term,Kelly Foods Corporation,Unknown,Kelly Foods Corporation,Unknown,BJ Pet Products,BJ Pet Products,BJ Pet Products,No,$247500.00,$727570.25,$0.00,$0.00,,,,$247500.00,$0.00,$0.00,2010
09484455MT1001,484455,Approved,08/23/2010,08/20/2010,08/20/2011,Y,Argentina,Insurance,MTR,Individual Delegated Authority,Construction Machinery Manufacturing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Snorkel International, Inc.","Snorkel International, Inc.",Gruas San Blas S.A.,Gruas San Blas S.A.,Gruas San Blas S.A.,No,$1395615.00,$1202715.14,$0.00,$601357.56,,,,$281914.23,$0.00,$0.00,2010
09484711MT1001,484711,Approved,09/01/2010,09/01/2010,01/05/2011,Y,Costa Rica,Insurance,MSM,Individual Delegated Authority,Conveyor And Conveying Equipment Manufacturing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Goettsch International, Inc","Goettsch International, Inc","Corrugados del Atlantico, S.A.","Corrugados del Atlantico, S.A.",Corrugados del Guarco S.A.,No,$949467.27,$949467.26,$0.00,$474733.63,,,,$191792.38,$0.00,$0.00,2010
09484724ST1001,484724,Approved,08/11/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Professional Equipment And Supplies Merchan,Short Term,"Sun Electronics, Inc.",Unknown,"Sun Electronics, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$0.00,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09484739ST1001,484739,Approved,08/20/2010,09/01/2010,09/01/2011,Y,Mexico,Insurance,ESS,Individual Delegated Authority,Air And Gas Compressor Manufacturing,Short Term,"Hycomp, Inc.",Cache Valley Bank,"Hycomp, Inc.",Unknown,Pemex Refinacion,Pemex Refinacion,Pemex Refinacion,No,$495000.00,$543260.00,$0.00,$0.00,,,,$495000.00,$0.00,$0.00,2010
09484742ST1001,484742,Approved,08/18/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Aircraft Parts And Auxiliary Equipment Manu,Short Term,"Noortek, LLC",Unknown,"Noortek, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$0.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09484807ST1001,484807,Approved,08/31/2010,10/29/2010,01/15/2011,Y,Pakistan,Insurance,ESS,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,"HED, Inc.",Unknown,"HED, Inc.",Unknown,MDS Foods (Private) Limited,MDS Foods (Private) Limited,United Bank Limited of Karachi,No,$84132.95,$100078.83,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09484827ST1001,484827,Approved,09/22/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Industrial Machinery Manufacturing,Short Term,Foley-Belsaw Company,Unknown,Foley-Belsaw Company,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$146822.10,$0.00,$85771.86,,,,$750000.00,$0.00,$0.00,2010
09484831ST1001,484831,Approved,08/23/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Industrial Machinery And Equipment Merchant Whole,Short Term,"Coherix, Inc.","Lotus Bancorp, Inc.","Coherix, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1500000.00,$2567947.92,$0.00,$0.00,,,,$1500000.00,$0.00,$0.00,2010
09484851MT1001,484851,Approved,08/27/2010,08/01/2010,08/01/2011,Y,Chile,Insurance,MTR,Individual Delegated Authority,Construction Machinery Manufacturing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"P&H Mining Equipment, Inc.","P&H Mining Equipment, Inc.",Constructora Gardilcic Limitada,Constructora Gardilcic Limitada,Constructora Gardilcic Limitada,No,$4327350.00,$0.00,$0.00,$0.00,,,,$874124.70,$0.00,$0.00,2010
09484855ST1001,484855,Approved,09/03/2010,09/15/2010,09/15/2011,N,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Sheet Metal Work Manufacturing,Short Term,Folding Shutter Corporation,Unknown,Folding Shutter Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$54183.40,$0.00,$0.00,,,$0.00,$250000.00,$0.00,$0.00,2010
